id	symbol	description	A2_rep1	A2_rep2	B2_rep1	B2_rep2	C2_rep1	C2_rep2	D3_rep1	D3_rep2	pUC57_rep1	pUC57_rep2
ENSG00000118217	ATF6	"activating transcription factor 6"	2043	656	2410	817	2075	750	1621	823	2164	798
ENSG00000118246	FASTKD2	"FAST kinase domains 2"	1515	515	1383	664	1506	790	1573	743	1735	704
ENSG00000118257	NRP2	"neuropilin 2"	373	280	548	353	418	249	306	244	404	257
ENSG00000118260	CREB1	"cAMP responsive element binding protein 1"	2262	659	2351	852	2320	802	1982	871	2368	848
ENSG00000118263	KLF7	"Kruppel like factor 7"	284	153	387	227	249	161	253	202	254	189
ENSG00000118271	TTR	"transthyretin"	3278	954	3183	1324	3560	1720	2774	1697	3632	1688
ENSG00000118308	LRMP	"lymphoid restricted membrane protein"	280	104	239	100	295	128	230	111	315	113
ENSG00000118363	SPCS2	"signal peptidase complex subunit 2"	384	139	420	201	409	248	660	302	401	290
ENSG00000118412	CASP8AP2	"caspase 8 associated protein 2"	1881	607	2141	685	2040	672	1640	682	2104	731
ENSG00000118418	HMGN3	"high mobility group nucleosomal binding domain 3"	3688	735	3348	731	3869	964	2615	969	4320	1010
ENSG00000118420	UBE3D	"ubiquitin protein ligase E3D"	207	82	195	105	218	121	248	136	233	134
ENSG00000118454	ANKRD13C	"ankyrin repeat domain 13C"	1299	426	1355	495	1490	566	1264	577	1480	598
ENSG00000118482	PHF3	"PHD finger protein 3"	7692	2263	7744	2739	7809	2676	6029	2824	8228	2802
ENSG00000118495	PLAGL1	"PLAG1 like zinc finger 1"	447	220	533	251	477	220	491	247	457	240
ENSG00000118496	FBXO30	"F-box protein 30"	1280	503	1570	644	1169	670	1654	691	1218	747
ENSG00000118503	TNFAIP3	"TNF alpha induced protein 3"	694	307	698	375	736	300	508	344	607	304
ENSG00000118507	AKAP7	"A-kinase anchoring protein 7"	247	86	241	103	298	91	253	98	320	138
ENSG00000118508	RAB32	"RAB32, member RAS oncogene family"	544	341	599	417	613	503	767	465	640	487
ENSG00000118515	SGK1	"serum/glucocorticoid regulated kinase 1"	4036	1104	3808	1317	4221	1563	3039	1524	3930	1671
ENSG00000118518	RNF146	"ring finger protein 146"	542	249	606	329	656	329	633	346	675	319
ENSG00000118520	ARG1	"arginase 1"	3412	736	2946	666	3560	930	4337	907	3997	878
ENSG00000118523	CTGF	"connective tissue growth factor"	1904	978	2246	1137	1784	901	1485	1014	1988	1231
ENSG00000118564	FBXL5	"F-box and leucine rich repeat protein 5"	1480	488	1623	681	1562	802	1596	772	1786	744
ENSG00000118579	MED28	"mediator complex subunit 28"	3352	1407	3449	1551	3572	1580	3851	1580	3730	1737
ENSG00000118596	SLC16A7	"solute carrier family 16 member 7"	2172	852	2568	1100	1982	1068	1894	1076	2076	1292
ENSG00000118600	RXYLT1	"ribitol xylosyltransferase 1"	616	200	669	264	687	288	697	280	699	283
ENSG00000118620	ZNF430	"zinc finger protein 430"	756	249	843	326	918	353	720	349	877	343
ENSG00000118640	VAMP8	"vesicle associated membrane protein 8"	710	282	581	285	724	351	923	345	739	391
ENSG00000118655	DCLRE1B	"DNA cross-link repair 1B"	643	234	646	256	713	272	703	271	742	262
ENSG00000118680	MYL12B	"myosin light chain 12B"	7176	2185	6798	2725	7724	3703	5790	3611	7844	3686
ENSG00000118689	FOXO3	"forkhead box O3"	1635	917	1911	1076	1668	814	1884	900	1680	967
ENSG00000118705	RPN2	"ribophorin II"	20692	8408	21535	9985	21835	10011	21465	9885	22131	9789
ENSG00000118707	TGIF2	"TGFB induced factor homeobox 2"	2083	1058	2128	1059	2182	1035	2323	1039	2219	1044
ENSG00000118733	OLFM3	"olfactomedin 3"	280	113	301	178	284	199	344	182	300	199
ENSG00000118762	PKD2	"polycystin 2, transient receptor potential cation channel"	701	342	835	380	694	355	770	385	800	363
ENSG00000118777	ABCG2	"ATP binding cassette subfamily G member 2 (Junior blood group)"	1806	1096	1901	1311	1936	1400	1655	1329	2017	1415
ENSG00000118785	SPP1	"secreted phosphoprotein 1"	348	124	298	150	371	173	214	142	346	153
ENSG00000118804	STBD1	"starch binding domain 1"	134	128	142	132	132	111	179	114	148	107
ENSG00000118816	CCNI	"cyclin I"	4783	2591	5785	2873	4821	2511	5063	2638	4835	2768
ENSG00000118855	MFSD1	"major facilitator superfamily domain containing 1"	512	171	521	194	565	303	563	239	546	294
ENSG00000118873	RAB3GAP2	"RAB3 GTPase activating non-catalytic protein subunit 2"	2777	1422	3273	1711	3161	1530	3298	1611	3156	1594
ENSG00000118894	EEF2KMT	"eukaryotic elongation factor 2 lysine methyltransferase"	424	166	391	214	451	215	461	184	491	194
ENSG00000118898	PPL	"periplakin"	275	279	298	232	319	159	240	166	333	166
ENSG00000118900	UBN1	"ubinuclein 1"	1648	1288	1755	1268	1965	926	2255	1001	1917	1027
ENSG00000118922	KLF12	"Kruppel like factor 12"	1213	446	1410	532	1157	503	1111	531	1180	606
ENSG00000118939	UCHL3	"ubiquitin C-terminal hydrolase L3"	512	54	516	72	527	192	381	180	633	207
ENSG00000118946	PCDH17	"protocadherin 17"	663	562	746	675	706	508	669	533	717	551
ENSG00000118960	HS1BP3	"HCLS1 binding protein 3"	519	392	552	473	549	343	547	372	552	390
ENSG00000118961	LDAH	"lipid droplet associated hydrolase"	738	236	688	325	767	358	735	356	740	373
ENSG00000118965	WDR35	"WD repeat domain 35"	604	228	705	235	716	240	606	266	690	244
ENSG00000118985	ELL2	"elongation factor for RNA polymerase II 2"	6968	1716	6936	2079	6938	2381	6078	2592	6967	2379
ENSG00000119004	CYP20A1	"cytochrome P450 family 20 subfamily A member 1"	711	442	766	467	759	395	921	416	793	412
ENSG00000119013	NDUFB3	"NADH:ubiquinone oxidoreductase subunit B3"	1244	285	1219	366	1379	714	1271	646	1545	671
ENSG00000119041	GTF3C3	"general transcription factor IIIC subunit 3"	1748	644	1849	804	1889	846	1913	853	1956	828
ENSG00000119048	UBE2B	"ubiquitin conjugating enzyme E2 B"	497	108	588	138	410	167	358	222	455	234
ENSG00000119121	TRPM6	"transient receptor potential cation channel subfamily M member 6"	273	152	287	146	268	153	289	145	321	153
ENSG00000119125	GDA	"guanine deaminase"	770	383	756	442	822	474	695	441	858	472
ENSG00000119138	KLF9	"Kruppel like factor 9"	525	159	578	192	496	174	500	205	525	202
ENSG00000119139	TJP2	"tight junction protein 2"	8990	4933	8990	4984	9566	4352	8703	4517	9821	4647
ENSG00000119185	ITGB1BP1	"integrin subunit beta 1 binding protein 1"	397	167	424	188	465	207	553	217	472	227
ENSG00000119203	CPSF3	"cleavage and polyadenylation specific factor 3"	2456	590	2345	697	2658	791	2172	882	2838	850
ENSG00000119227	PIGZ	"phosphatidylinositol glycan anchor biosynthesis class Z"	329	286	250	246	276	204	559	202	317	211
ENSG00000119231	SENP5	"SUMO1/sentrin specific peptidase 5"	3298	1533	3563	1849	3479	1579	3804	1561	3679	1697
ENSG00000119242	CCDC92	"coiled-coil domain containing 92"	414	198	410	200	485	222	427	184	463	187
ENSG00000119280	C1orf198	"chromosome 1 open reading frame 198"	1468	690	1668	742	1601	655	1674	671	1660	715
ENSG00000119283	TRIM67	"tripartite motif containing 67"	137	140	208	172	110	94	178	107	123	151
ENSG00000119285	HEATR1	"HEAT repeat containing 1"	5852	2839	6627	3208	6186	3012	7310	2937	6628	3202
ENSG00000119314	PTBP3	"polypyrimidine tract binding protein 3"	7548	2664	8235	3192	7883	3367	7297	3529	7890	3712
ENSG00000119318	RAD23B	"RAD23 homolog B, nucleotide excision repair protein"	8536	3636	8358	3990	9529	4148	9286	4327	10271	4243
ENSG00000119321	FKBP15	"FK506 binding protein 15"	908	555	975	539	994	438	1103	454	1036	477
ENSG00000119326	CTNNAL1	"catenin alpha like 1"	2790	833	2709	935	2951	1010	2740	1061	3320	962
ENSG00000119328	FAM206A	"family with sequence similarity 206 member A"	882	129	899	210	926	256	526	288	840	272
ENSG00000119333	WDR34	"WD repeat domain 34"	670	467	703	479	712	318	797	320	741	349
ENSG00000119335	SET	"SET nuclear proto-oncogene"	20444	7344	19402	8184	21716	8239	19998	8437	23992	8048
ENSG00000119383	PTPA	"protein phosphatase 2 phosphatase activator"	2759	1604	2686	1634	2829	1391	3701	1401	3049	1505
ENSG00000119392	GLE1	"GLE1, RNA export mediator"	1421	623	1408	631	1438	605	1468	586	1580	562
ENSG00000119396	RAB14	"RAB14, member RAS oncogene family"	1710	684	2014	853	1652	930	1941	1000	1815	1047
ENSG00000119397	CNTRL	"centriolin"	921	328	918	312	984	261	888	307	1079	279
ENSG00000119401	TRIM32	"tripartite motif containing 32"	389	219	392	252	424	216	622	239	441	230
ENSG00000119402	FBXW2	"F-box and WD repeat domain containing 2"	2657	1440	3123	1624	2696	1379	3286	1461	2955	1611
ENSG00000119403	PHF19	"PHD finger protein 19"	845	406	876	423	885	353	1081	410	1018	419
ENSG00000119408	NEK6	"NIMA related kinase 6"	1168	464	1169	523	1185	521	1385	529	1240	567
ENSG00000119414	PPP6C	"protein phosphatase 6 catalytic subunit"	2475	522	2502	735	2682	940	2246	1005	2774	1000
ENSG00000119421	NDUFA8	"NADH:ubiquinone oxidoreductase subunit A8"	558	174	532	235	670	355	786	361	693	358
ENSG00000119431	HDHD3	"haloacid dehalogenase like hydrolase domain containing 3"	381	227	325	259	389	261	453	241	413	243
ENSG00000119446	RBM18	"RNA binding motif protein 18"	700	219	743	289	735	356	653	328	709	335
ENSG00000119471	HSDL2	"hydroxysteroid dehydrogenase like 2"	2891	1086	3006	1244	3059	1480	3035	1456	3245	1460
ENSG00000119487	MAPKAP1	"mitogen-activated protein kinase associated protein 1"	2862	1055	2682	1168	3011	1030	2690	1148	3101	1118
ENSG00000119509	INVS	"inversin"	602	301	736	311	658	277	623	302	698	297
ENSG00000119522	DENND1A	"DENN domain containing 1A"	1094	799	1094	744	1180	547	1346	587	1137	626
ENSG00000119523	ALG2	"ALG2, alpha-1,3/1,6-mannosyltransferase"	1175	534	1274	670	1221	540	1146	630	1313	606
ENSG00000119535	CSF3R	"colony stimulating factor 3 receptor"	754	365	706	341	768	283	931	286	841	308
ENSG00000119537	KDSR	"3-ketodihydrosphingosine reductase"	206	87	231	143	225	132	261	145	218	162
ENSG00000119541	VPS4B	"vacuolar protein sorting 4 homolog B"	912	321	930	415	1003	393	819	420	1009	423
ENSG00000119547	ONECUT2	"one cut homeobox 2"	1980	1110	2871	1437	1974	1060	1712	1215	1927	1429
ENSG00000119559	C19orf25	"chromosome 19 open reading frame 25"	470	337	426	289	457	233	483	255	473	269
ENSG00000119596	YLPM1	"YLP motif containing 1"	1856	704	2254	721	1774	536	1601	656	1843	704
ENSG00000119616	FCF1	"FCF1, rRNA-processing protein"	689	284	788	318	726	359	787	330	705	330
ENSG00000119630	PGF	"placental growth factor"	945	713	855	730	1002	697	1242	676	1118	630
ENSG00000119638	NEK9	"NIMA related kinase 9"	513	383	687	421	481	390	990	402	594	396
ENSG00000119655	NPC2	"NPC intracellular cholesterol transporter 2"	780	397	760	568	796	683	764	697	757	680
ENSG00000119661	DNAL1	"dynein axonemal light chain 1"	250	89	278	115	246	97	225	111	264	111
ENSG00000119669	IRF2BPL	"interferon regulatory factor 2 binding protein like"	443	268	448	260	432	153	468	154	420	179
ENSG00000119673	ACOT2	"acyl-CoA thioesterase 2"	213	150	228	168	242	141	282	143	267	141
ENSG00000119682	AREL1	"apoptosis resistant E3 ubiquitin protein ligase 1"	739	498	834	548	863	437	1124	481	953	484
ENSG00000119684	MLH3	"mutL homolog 3"	657	277	626	291	710	323	706	311	818	317
ENSG00000119685	TTLL5	"tubulin tyrosine ligase like 5"	678	202	676	183	615	210	502	240	625	192
ENSG00000119686	FLVCR2	"feline leukemia virus subgroup C cellular receptor family member 2"	155	101	176	119	170	131	168	109	151	129
ENSG00000119688	ABCD4	"ATP binding cassette subfamily D member 4"	410	285	411	293	402	218	526	242	417	231
ENSG00000119689	DLST	"dihydrolipoamide S-succinyltransferase"	872	509	982	614	913	524	1029	575	1006	622
ENSG00000119705	SLIRP	"SRA stem-loop interacting RNA binding protein"	1541	214	1433	259	1500	449	1081	469	1695	528
ENSG00000119707	RBM25	"RNA binding motif protein 25"	1907	729	1915	742	2024	688	1879	753	2001	772
ENSG00000119711	ALDH6A1	"aldehyde dehydrogenase 6 family member A1"	1015	471	1151	510	1036	533	1271	466	1122	509
ENSG00000119718	EIF2B2	"eukaryotic translation initiation factor 2B subunit beta"	1049	314	946	369	1100	415	882	370	1117	417
ENSG00000119720	NRDE2	"NRDE-2, necessary for RNA interference, domain containing"	163	101	163	108	145	77	193	101	167	101
ENSG00000119729	RHOQ	"ras homolog family member Q"	884	246	1137	324	870	374	602	452	867	390
ENSG00000119760	SUPT7L	"SPT7 like, STAGA complex gamma subunit"	1157	387	1094	474	1175	495	1042	523	1205	518
ENSG00000119772	DNMT3A	"DNA methyltransferase 3 alpha"	1477	863	1561	884	1563	681	1663	754	1561	711
ENSG00000119777	TMEM214	"transmembrane protein 214"	1796	1194	1732	1348	1784	1123	2392	1197	1827	1141
ENSG00000119778	ATAD2B	"ATPase family, AAA domain containing 2B"	1023	377	1108	460	1132	401	939	426	1030	409
ENSG00000119787	ATL2	"atlastin GTPase 2"	2595	887	2643	1124	2832	1333	3094	1319	3030	1300
ENSG00000119801	YPEL5	"yippee like 5"	668	220	763	288	717	378	712	372	652	354
ENSG00000119812	FAM98A	"family with sequence similarity 98 member A"	724	374	865	418	771	398	1121	425	811	476
ENSG00000119820	YIPF4	"Yip1 domain family member 4"	919	498	1013	546	936	572	1302	524	945	572
ENSG00000119844	AFTPH	"aftiphilin"	1709	555	1793	631	1867	706	1581	687	1874	683
ENSG00000119862	LGALSL	"galectin like"	1143	409	1195	495	1192	555	1073	566	1163	572
ENSG00000119878	CRIPT	"CXXC repeat containing interactor of PDZ3 domain"	232	74	266	110	238	109	245	113	261	104
ENSG00000119888	EPCAM	"epithelial cell adhesion molecule"	714	503	696	596	831	716	760	736	898	840
ENSG00000119899	SLC17A5	"solute carrier family 17 member 5"	1434	814	1463	1041	1483	1129	1498	1104	1509	1135
ENSG00000119900	OGFRL1	"opioid growth factor receptor like 1"	428	127	415	146	383	170	340	149	414	158
ENSG00000119906	SLF2	"SMC5-SMC6 complex localization factor 2"	1845	689	2133	871	2153	836	1948	892	2241	822
ENSG00000119912	IDE	"insulin degrading enzyme"	5717	1865	6157	2315	6151	2550	5384	2564	6532	2492
ENSG00000119927	GPAM	"glycerol-3-phosphate acyltransferase, mitochondrial"	5642	2601	6491	3060	5832	2938	6134	2907	5902	2831
ENSG00000119929	CUTC	"cutC copper transporter"	490	146	434	198	558	277	642	266	594	242
ENSG00000119946	CNNM1	"cyclin and CBS domain divalent metal cation transport mediator 1"	1168	619	1122	566	1238	577	1276	639	1126	597
ENSG00000119950	MXI1	"MAX interactor 1, dimerization protein"	677	195	772	219	632	285	646	268	609	244
ENSG00000119953	SMNDC1	"survival motor neuron domain containing 1"	705	261	890	267	648	271	600	306	600	378
ENSG00000119965	C10orf88	"chromosome 10 open reading frame 88"	206	95	227	103	276	149	316	129	279	134
ENSG00000119969	HELLS	"helicase, lymphoid specific"	3553	1480	4384	1593	3525	1399	3681	1492	3818	1614
ENSG00000119977	TCTN3	"tectonic family member 3"	1069	434	1045	520	1096	558	1336	601	1234	611
ENSG00000119979	FAM45A	"family with sequence similarity 45 member A"	879	298	857	372	840	486	749	459	876	436
ENSG00000119986	AVPI1	"arginine vasopressin induced 1"	212	103	213	117	233	112	254	128	250	142
ENSG00000120008	WDR11	"WD repeat domain 11"	1491	827	1599	965	1557	924	1978	930	1712	841
ENSG00000120029	C10orf76	"chromosome 10 open reading frame 76"	332	158	368	214	333	154	425	182	350	221
ENSG00000120053	GOT1	"glutamic-oxaloacetic transaminase 1"	2584	1013	2474	1189	2702	1146	3128	1134	2781	1173
ENSG00000120054	CPN1	"carboxypeptidase N subunit 1"	403	226	418	248	401	223	487	215	462	219
ENSG00000120063	GNA13	"G protein subunit alpha 13"	2391	1168	2998	1477	2545	1518	2365	1678	2553	1699
ENSG00000120071	KANSL1	"KAT8 regulatory NSL complex subunit 1"	1142	596	1339	620	1093	500	1232	545	1115	634
ENSG00000120129	DUSP1	"dual specificity phosphatase 1"	935	395	875	535	1044	585	683	623	827	635
ENSG00000120137	PANK3	"pantothenate kinase 3"	13187	6232	15125	7167	14412	7111	14488	7418	15254	7471
ENSG00000120158	RCL1	"RNA terminal phosphate cyclase like 1"	368	156	373	191	338	172	385	195	330	167
ENSG00000120159	CAAP1	"caspase activity and apoptosis inhibitor 1"	707	196	688	218	749	262	583	244	793	254
ENSG00000120253	NUP43	"nucleoporin 43"	4259	2229	4089	2313	4529	2409	5515	2114	4851	2373
ENSG00000120254	MTHFD1L	"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like"	1813	1015	2056	1219	1913	876	2084	978	1963	1019
ENSG00000120256	LRP11	"LDL receptor related protein 11"	2296	980	2420	1074	2372	962	2718	895	2521	957
ENSG00000120265	PCMT1	"protein-L-isoaspartate (D-aspartate) O-methyltransferase"	2822	1056	2808	1318	3036	1614	3344	1595	3327	1599
ENSG00000120278	PLEKHG1	"pleckstrin homology and RhoGEF domain containing G1"	977	424	1290	550	952	441	1060	524	1030	519
ENSG00000120306	CYSTM1	"cysteine rich transmembrane module containing 1"	1046	303	1127	402	1196	602	862	544	1084	594
ENSG00000120314	WDR55	"WD repeat domain 55"	1131	557	1217	615	1152	477	1080	544	1087	520
ENSG00000120322	PCDHB8	"protocadherin beta 8"	315	143	336	158	314	115	271	152	303	180
ENSG00000120333	MRPS14	"mitochondrial ribosomal protein S14"	696	132	650	207	739	302	663	250	788	299
ENSG00000120334	CENPL	"centromere protein L"	449	158	434	177	468	183	483	169	503	193
ENSG00000120370	GORAB	"golgin, RAB6 interacting"	496	152	489	185	539	185	400	196	502	195
ENSG00000120437	ACAT2	"acetyl-CoA acetyltransferase 2"	9535	4138	9326	4896	10203	6008	10908	5559	11291	5664
ENSG00000120438	TCP1	"t-complex 1"	15420	4563	14383	5517	16236	6330	15272	6166	17696	6182
ENSG00000120451	SNX19	"sorting nexin 19"	1079	684	1192	693	1115	565	1196	645	1118	622
ENSG00000120509	PDZD11	"PDZ domain containing 11"	521	102	477	138	509	215	443	213	472	213
ENSG00000120519	SLC10A7	"solute carrier family 10 member 7"	713	167	826	220	725	315	609	288	733	314
ENSG00000120526	NUDCD1	"NudC domain containing 1"	953	299	1019	368	997	482	986	471	1111	450
ENSG00000120533	ENY2	"ENY2, transcription and export complex 2 subunit"	1375	320	1309	391	1448	698	1316	593	1587	631
ENSG00000120539	MASTL	"microtubule associated serine/threonine kinase like"	2517	614	2478	774	2764	916	2185	916	2870	946
ENSG00000120549	KIAA1217	"KIAA1217"	899	498	995	581	857	390	853	488	895	610
ENSG00000120616	EPC1	"enhancer of polycomb homolog 1"	832	326	945	374	907	390	692	388	825	402
ENSG00000120647	CCDC77	"coiled-coil domain containing 77"	1140	368	1120	364	1219	432	1033	400	1338	430
ENSG00000120656	TAF12	"TATA-box binding protein associated factor 12"	1196	194	1138	295	1173	384	769	404	1143	360
ENSG00000120662	MTRF1	"mitochondrial translation release factor 1"	222	77	205	90	190	79	181	93	214	106
ENSG00000120675	DNAJC15	"DnaJ heat shock protein family (Hsp40) member C15"	502	103	516	150	537	244	402	221	648	219
ENSG00000120685	PROSER1	"proline and serine rich 1"	1004	384	1254	457	932	384	831	419	911	495
ENSG00000120686	UFM1	"ubiquitin fold modifier 1"	1579	505	1933	693	1675	724	1310	736	1608	718
ENSG00000120688	WBP4	"WW domain binding protein 4"	430	121	414	148	493	154	433	164	558	165
ENSG00000120690	ELF1	"E74 like ETS transcription factor 1"	1469	738	1898	868	1348	856	1628	858	1227	976
ENSG00000120693	SMAD9	"SMAD family member 9"	443	155	492	186	463	189	491	160	446	198
ENSG00000120694	HSPH1	"heat shock protein family H (Hsp110) member 1"	5733	1901	6194	2343	6163	2209	5611	2212	6711	2364
ENSG00000120696	KBTBD7	"kelch repeat and BTB domain containing 7"	885	354	895	431	931	425	1007	417	956	419
ENSG00000120697	ALG5	"ALG5, dolichyl-phosphate beta-glucosyltransferase"	573	166	555	209	600	298	571	330	604	290
ENSG00000120699	EXOSC8	"exosome component 8"	1539	464	1571	539	1622	672	1420	715	1707	644
ENSG00000120705	ETF1	"eukaryotic translation termination factor 1"	5252	2293	5519	2751	5897	2986	5747	2952	6141	3016
ENSG00000120708	TGFBI	"transforming growth factor beta induced"	8848	3555	9106	4147	9167	3425	8349	3813	9373	3565
ENSG00000120709	FAM53C	"family with sequence similarity 53 member C"	1814	1043	1760	1187	1878	996	1969	1112	1838	1079
ENSG00000120725	SIL1	"SIL1 nucleotide exchange factor"	723	409	831	391	730	400	759	411	758	348
ENSG00000120727	PAIP2	"poly(A) binding protein interacting protein 2"	1383	431	1389	485	1418	664	1541	610	1476	655
ENSG00000120733	KDM3B	"lysine demethylase 3B"	4104	2232	4686	2204	4273	1755	4269	1891	4703	1935
ENSG00000120742	SERP1	"stress associated endoplasmic reticulum protein 1"	4689	1940	5765	2489	4971	2724	5204	2632	5055	2580
ENSG00000120756	PLS1	"plastin 1"	659	289	681	317	690	366	626	392	732	377
ENSG00000120784	ZFP30	"ZFP30 zinc finger protein"	225	87	246	126	239	139	285	128	300	141
ENSG00000120798	NR2C1	"nuclear receptor subfamily 2 group C member 1"	1189	332	1157	392	1106	478	952	569	1131	505
ENSG00000120800	UTP20	"UTP20, small subunit processome component"	5989	2921	6766	3200	6380	2883	6604	2903	7023	3038
ENSG00000120802	TMPO	"thymopoietin"	15347	5253	15773	5688	15758	5652	14586	5684	17146	5574
ENSG00000120805	ARL1	"ADP ribosylation factor like GTPase 1"	3675	1216	3937	1460	3829	1805	3560	1800	3775	1788
ENSG00000120832	MTERF2	"mitochondrial transcription termination factor 2"	223	64	234	89	223	94	238	96	263	102
ENSG00000120837	NFYB	"nuclear transcription factor Y subunit beta"	891	203	821	220	952	298	757	310	997	267
ENSG00000120868	APAF1	"apoptotic peptidase activating factor 1"	932	524	1115	607	995	513	1185	539	1000	626
ENSG00000120875	DUSP4	"dual specificity phosphatase 4"	1605	1229	1579	1443	1733	1098	1448	1156	1600	1202
ENSG00000120885	CLU	"clusterin"	31428	11877	28776	12766	32866	12360	30280	12338	32963	12950
ENSG00000120889	TNFRSF10B	"TNF receptor superfamily member 10b"	4100	2474	4628	2877	4299	2409	5511	2469	4486	2453
ENSG00000120896	SORBS3	"sorbin and SH3 domain containing 3"	1133	559	1005	691	1256	473	1556	522	1277	597
ENSG00000120899	PTK2B	"protein tyrosine kinase 2 beta"	517	310	494	302	545	253	561	268	555	277
ENSG00000120910	PPP3CC	"protein phosphatase 3 catalytic subunit gamma"	215	84	209	104	228	119	193	122	196	119
ENSG00000120915	EPHX2	"epoxide hydrolase 2"	1146	687	1096	709	1231	623	1480	573	1334	631
ENSG00000120925	RNF170	"ring finger protein 170"	671	288	816	349	761	402	718	415	810	428
ENSG00000120942	UBIAD1	"UbiA prenyltransferase domain containing 1"	769	321	771	381	800	362	898	358	802	410
ENSG00000120948	TARDBP	"TAR DNA binding protein"	2160	1068	2439	1179	2142	1008	2633	1065	2228	1287
ENSG00000120963	ZNF706	"zinc finger protein 706"	455	108	503	158	468	199	434	232	433	222
ENSG00000120992	LYPLA1	"lysophospholipase I"	3138	683	3083	886	3267	1275	2723	1203	3134	1244
ENSG00000121005	CRISPLD1	"cysteine rich secretory protein LCCL domain containing 1"	187	84	189	77	243	92	206	72	222	109
ENSG00000121022	COPS5	"COP9 signalosome subunit 5"	1356	656	1418	761	1530	914	1957	891	1766	924
ENSG00000121039	RDH10	"retinol dehydrogenase 10"	1367	779	1393	844	1585	961	1501	853	1620	927
ENSG00000121057	AKAP1	"A-kinase anchoring protein 1"	4882	2514	4557	2460	5071	2152	5288	2214	5374	2349
ENSG00000121058	COIL	"coilin"	765	312	696	292	875	380	913	399	878	342
ENSG00000121060	TRIM25	"tripartite motif containing 25"	646	371	666	434	636	323	850	337	668	336
ENSG00000121064	SCPEP1	"serine carboxypeptidase 1"	332	166	369	238	374	211	447	200	394	219
ENSG00000121067	SPOP	"speckle type BTB/POZ protein"	1390	484	1311	530	1386	509	1289	571	1587	485
ENSG00000121068	TBX2	"T-box 2"	962	465	1004	507	966	359	733	345	1001	366
ENSG00000121073	SLC35B1	"solute carrier family 35 member B1"	1575	723	1742	916	1737	992	1930	976	1648	1014
ENSG00000121152	NCAPH	"non-SMC condensin I complex subunit H"	1892	587	1809	623	2076	617	2015	696	2106	686
ENSG00000121210	TMEM131L	"transmembrane 131 like"	1138	433	1188	485	1118	467	1078	521	1184	487
ENSG00000121236	TRIM6	"tripartite motif containing 6"	378	139	317	150	354	157	419	194	410	196
ENSG00000121274	PAPD5	"poly(A) RNA polymerase D5, non-canonical"	942	436	1053	489	894	568	1307	549	1000	555
ENSG00000121289	CEP89	"centrosomal protein 89"	419	161	404	194	446	154	354	161	397	170
ENSG00000121310	ECHDC2	"enoyl-CoA hydratase domain containing 2"	375	205	365	206	372	183	384	185	403	200
ENSG00000121316	PLBD1	"phospholipase B domain containing 1"	1954	582	1953	668	2050	818	1845	842	2138	778
ENSG00000121350	PYROXD1	"pyridine nucleotide-disulphide oxidoreductase domain 1"	285	64	298	85	269	105	220	111	285	101
ENSG00000121390	PSPC1	"paraspeckle component 1"	2366	803	2159	853	2427	788	1946	821	2449	837
ENSG00000121417	ZNF211	"zinc finger protein 211"	441	206	485	252	520	228	520	273	512	214
ENSG00000121481	RNF2	"ring finger protein 2"	1174	272	1261	351	1173	460	987	468	1144	441
ENSG00000121486	TRMT1L	"tRNA methyltransferase 1 like"	723	240	749	304	745	263	715	320	783	262
ENSG00000121542	SEC22A	"SEC22 homolog A, vesicle trafficking protein"	231	75	255	118	274	141	298	122	298	131
ENSG00000121578	B4GALT4	"beta-1,4-galactosyltransferase 4"	1113	558	1096	654	1178	679	1212	704	1268	675
ENSG00000121579	NAA50	"N(alpha)-acetyltransferase 50, NatE catalytic subunit"	9986	3509	10472	4057	10894	4441	10998	4580	11442	4762
ENSG00000121621	KIF18A	"kinesin family member 18A"	1739	447	1782	555	1873	589	1660	584	2020	584
ENSG00000121644	DESI2	"desumoylating isopeptidase 2"	4160	1469	4565	1910	4306	2098	4645	1985	4743	2015
ENSG00000121671	CRY2	"cryptochrome circadian regulator 2"	1139	628	1105	631	1184	529	1408	546	1166	609
ENSG00000121680	PEX16	"peroxisomal biogenesis factor 16"	184	138	189	187	201	145	259	93	220	136
ENSG00000121691	CAT	"catalase"	2300	682	2219	800	2541	919	2427	882	2477	822
ENSG00000121741	ZMYM2	"zinc finger MYM-type containing 2"	2616	883	2965	946	2647	1060	2186	1094	2735	1058
ENSG00000121749	TBC1D15	"TBC1 domain family member 15"	1319	368	1645	500	1208	529	1078	523	1205	591
ENSG00000121766	ZCCHC17	"zinc finger CCHC-type containing 17"	1208	350	1141	386	1292	473	1060	454	1306	445
ENSG00000121769	FABP3	"fatty acid binding protein 3"	497	167	437	232	563	316	302	319	440	366
ENSG00000121774	KHDRBS1	"KH RNA binding domain containing, signal transduction associated 1"	4772	1757	6064	2030	4370	1608	4255	1927	4480	2053
ENSG00000121775	TMEM39B	"transmembrane protein 39B"	231	94	222	118	227	89	275	107	277	111
ENSG00000121864	ZNF639	"zinc finger protein 639"	1274	399	1283	473	1332	571	1138	558	1351	611
ENSG00000121879	PIK3CA	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"	930	429	1135	569	969	557	982	530	1020	585
ENSG00000121892	PDS5A	"PDS5 cohesin associated factor A"	5509	2189	6132	2596	5712	2573	5869	2687	6080	2755
